poverty,religion,degree,country,age,gender
Too Little,no,no,Australia,44,male
About Right,yes,no,Australia,50,female
About Right,no,no,Australia,64,female
About Right,no,no,Australia,30,male
About Right,no,no,Australia,75,male
About Right,no,no,Australia,33,male
About Right,no,yes,Australia,21,female
About Right,no,no,Australia,67,male
About Right,no,no,Australia,46,female
Too Little,yes,no,Australia,45,male
About Right,yes,no,Australia,36,female
Too Little,yes,no,Australia,43,female
About Right,yes,no,Australia,52,male
About Right,no,no,Australia,33,male
Too Little,yes,no,Australia,76,female
Too Little,no,no,Australia,39,female
Too Much,no,no,Australia,49,female
Too Much,yes,no,Australia,45,male
About Right,yes,no,Australia,41,male
About Right,yes,no,Australia,50,male
Too Much,no,no,Australia,65,male
About Right,yes,no,Australia,27,female
Too Little,yes,no,Australia,28,male
Too Much,yes,no,Australia,52,female
Too Little,no,no,Australia,28,male
About Right,yes,no,Australia,52,male
Too Much,no,no,Australia,21,female
Too Little,yes,no,Australia,19,male
Too Little,yes,no,Australia,37,female
About Right,yes,no,Australia,29,male
Too Little,yes,no,Australia,33,male
Too Much,yes,no,Australia,27,female
Too Little,yes,no,Australia,19,male
About Right,no,no,Australia,33,male
Too Little,yes,no,Australia,19,female
Too Little,no,no,Australia,19,female
Too Much,yes,no,Australia,56,female
Too Much,yes,yes,Australia,60,male
Too Little,yes,no,Australia,77,male
About Right,yes,no,Australia,69,female
Too Little,yes,no,Australia,57,female
Too Little,yes,no,Australia,56,female
Too Little,yes,no,Australia,47,female
Too Much,yes,no,Australia,43,female
Too Little,yes,no,Australia,42,female
Too Little,yes,no,Australia,31,male
Too Little,no,no,Australia,25,female
About Right,yes,no,Australia,60,male
Too Little,no,yes,Australia,40,female
Too Little,yes,no,Australia,66,male
About Right,yes,no,Australia,68,male
Too Much,no,no,Australia,44,female
Too Little,yes,no,Australia,18,male
About Right,yes,no,Australia,55,male
Too Much,yes,no,Australia,39,male
Too Little,no,no,Australia,20,male
Too Much,yes,no,Australia,53,female
Too Little,no,no,Australia,78,male
Too Little,yes,no,Australia,41,female
Too Little,no,no,Australia,34,male
About Right,yes,yes,Australia,29,female
About Right,yes,yes,Australia,28,male
About Right,yes,no,Australia,33,male
About Right,yes,no,Australia,72,male
Too Much,no,no,Australia,27,female
Too Little,yes,no,Australia,23,female
About Right,no,no,Australia,20,female
About Right,yes,no,Australia,26,female
Too Little,no,yes,Australia,22,female
Too Little,yes,no,Australia,46,male
About Right,no,no,Australia,32,male
Too Little,no,no,Australia,33,male
Too Little,no,no,Australia,46,male
Too Little,yes,no,Australia,29,female
Too Much,no,no,Australia,82,male
About Right,yes,no,Australia,26,male
Too Much,yes,no,Australia,47,male
Too Little,yes,no,Australia,23,female
Too Much,yes,no,Australia,51,female
About Right,yes,no,Australia,44,male
Too Little,yes,no,Australia,32,female
About Right,yes,no,Australia,24,male
About Right,yes,no,Australia,37,female
About Right,yes,no,Australia,33,female
Too Little,yes,no,Australia,64,male
Too Much,yes,no,Australia,61,male
About Right,yes,no,Australia,71,male
About Right,no,no,Australia,42,male
About Right,yes,no,Australia,38,male
About Right,yes,no,Australia,28,female
Too Little,yes,no,Australia,26,female
Too Little,yes,no,Australia,40,female
Too Much,yes,yes,Australia,46,male
Too Much,yes,no,Australia,51,male
Too Little,yes,no,Australia,31,female
Too Little,yes,no,Australia,71,male
About Right,yes,yes,Australia,25,female
Too Little,yes,no,Australia,75,female
Too Little,yes,yes,Australia,25,female
About Right,yes,no,Australia,52,male
About Right,yes,yes,Australia,21,male
Too Little,yes,yes,Australia,33,male
About Right,yes,no,Australia,27,female
Too Little,no,no,Australia,33,male
Too Little,no,no,Australia,47,male
Too Little,no,no,Australia,37,female
About Right,yes,no,Australia,40,female
Too Little,yes,no,Australia,44,female
About Right,yes,no,Australia,59,female
About Right,yes,no,Australia,88,male
Too Little,yes,no,Australia,67,male
Too Much,yes,no,Australia,55,male
Too Little,no,no,Australia,41,male
About Right,yes,no,Australia,54,male
Too Much,yes,no,Australia,26,female
Too Much,no,no,Australia,56,male
Too Little,yes,no,Australia,43,female
About Right,yes,no,Australia,43,female
Too Little,yes,no,Australia,40,female
Too Little,yes,no,Australia,66,male
Too Much,yes,no,Australia,73,male
Too Little,yes,no,Australia,35,male
Too Little,yes,no,Australia,43,female
About Right,yes,no,Australia,31,female
Too Little,no,yes,Australia,51,female
Too Little,yes,no,Australia,69,female
About Right,yes,no,Australia,70,male
Too Little,no,no,Australia,84,male
About Right,yes,no,Australia,73,female
Too Little,yes,no,Australia,24,female
Too Little,yes,no,Australia,35,male
Too Little,yes,no,Australia,49,male
About Right,yes,no,Australia,37,female
Too Little,no,no,Australia,87,female
About Right,yes,no,Australia,34,male
Too Little,no,no,Australia,26,male
About Right,yes,no,Australia,41,female
Too Little,no,no,Australia,42,male
Too Much,yes,no,Australia,63,male
Too Much,yes,no,Australia,53,male
Too Little,yes,no,Australia,40,male
Too Little,yes,no,Australia,45,male
Too Little,yes,no,Australia,41,female
Too Much,yes,no,Australia,41,female
Too Much,yes,no,Australia,41,female
Too Little,yes,no,Australia,26,male
About Right,yes,no,Australia,34,male
About Right,yes,no,Australia,62,male
Too Little,yes,no,Australia,75,male
Too Little,yes,no,Australia,30,male
About Right,yes,no,Australia,76,male
Too Little,yes,no,Australia,51,male
Too Little,yes,no,Australia,21,male
About Right,yes,no,Australia,76,male
About Right,yes,no,Australia,29,male
Too Little,yes,no,Australia,51,female
About Right,yes,no,Australia,66,female
Too Little,no,no,Australia,22,male
About Right,no,no,Australia,52,female
Too Little,yes,no,Australia,66,male
Too Much,no,yes,Australia,27,female
Too Little,no,no,Australia,48,male
About Right,yes,no,Australia,45,female
Too Much,no,no,Australia,59,male
Too Much,yes,no,Australia,59,female
Too Little,yes,no,Australia,18,male
Too Little,no,no,Australia,46,male
Too Much,yes,yes,Australia,22,male
About Right,yes,no,Australia,35,female
About Right,yes,no,Australia,22,female
Too Little,yes,yes,Australia,56,female
Too Much,yes,no,Australia,23,male
Too Little,yes,no,Australia,74,female
Too Little,no,no,Australia,39,female
Too Much,no,no,Australia,29,male
Too Much,yes,no,Australia,46,male
Too Much,yes,no,Australia,26,female
Too Little,yes,no,Australia,29,male
About Right,yes,no,Australia,58,male
About Right,yes,no,Australia,34,female
Too Little,yes,no,Australia,28,female
Too Much,yes,no,Australia,71,male
Too Much,yes,no,Australia,35,female
Too Much,yes,yes,Australia,41,male
Too Little,yes,no,Australia,52,male
Too Little,yes,no,Australia,39,male
Too Much,yes,no,Australia,47,male
About Right,yes,no,Australia,35,female
Too Little,yes,no,Australia,35,male
Too Little,yes,no,Australia,24,male
About Right,yes,no,Australia,26,female
About Right,no,no,Australia,38,male
Too Much,no,no,Australia,47,male
Too Little,yes,no,Australia,57,male
Too Little,yes,no,Australia,41,female
Too Much,yes,no,Australia,25,female
Too Little,yes,no,Australia,28,male
Too Much,yes,yes,Australia,24,male
Too Little,yes,no,Australia,26,male
About Right,yes,no,Australia,75,male
About Right,yes,no,Australia,70,female
About Right,yes,no,Australia,57,female
About Right,yes,no,Australia,36,male
About Right,yes,no,Australia,31,male
About Right,no,no,Australia,58,male
About Right,yes,yes,Australia,47,male
About Right,yes,yes,Australia,44,male
About Right,no,no,Australia,40,male
Too Little,yes,no,Australia,63,male
About Right,yes,no,Australia,47,female
Too Little,yes,no,Australia,23,female
About Right,no,no,Australia,21,male
About Right,yes,no,Australia,23,female
About Right,yes,no,Australia,25,female
About Right,yes,no,Australia,60,female
Too Much,yes,no,Australia,34,female
Too Much,yes,no,Australia,49,female
Too Little,yes,no,Australia,55,female
Too Little,yes,no,Australia,18,male
Too Little,yes,yes,Australia,28,male
Too Little,yes,yes,Australia,27,male
Too Little,yes,yes,Australia,40,female
Too Little,yes,no,Australia,42,female
About Right,yes,no,Australia,39,female
Too Little,no,yes,Australia,21,female
Too Little,yes,no,Australia,63,female
Too Little,yes,no,Australia,60,female
Too Little,yes,no,Australia,58,female
Too Little,no,no,Australia,44,male
Too Little,yes,no,Australia,32,male
Too Little,yes,no,Australia,31,female
Too Little,yes,no,Australia,31,female
About Right,yes,no,Australia,24,female
About Right,yes,no,Australia,31,female
About Right,no,no,Australia,24,male
Too Little,yes,no,Australia,67,male
Too Little,yes,no,Australia,27,female
Too Little,no,no,Australia,28,male
Too Little,yes,no,Australia,25,female
Too Little,yes,no,Australia,63,female
Too Much,yes,no,Australia,57,female
About Right,yes,no,Australia,80,male
About Right,no,no,Australia,37,female
About Right,yes,yes,Australia,44,female
About Right,yes,no,Australia,45,female
About Right,no,no,Australia,35,male
Too Little,yes,no,Australia,66,female
Too Little,yes,no,Australia,37,female
Too Little,yes,no,Australia,18,female
About Right,no,yes,Australia,39,male
Too Little,no,no,Australia,41,male
Too Little,yes,no,Australia,83,male
Too Little,no,no,Australia,20,female
Too Much,yes,no,Australia,50,female
Too Much,yes,no,Australia,42,female
Too Much,yes,no,Australia,58,male
Too Little,no,no,Australia,32,male
Too Much,yes,no,Australia,25,male
Too Little,yes,no,Australia,20,female
Too Little,yes,no,Australia,26,male
About Right,yes,no,Australia,39,female
Too Much,yes,no,Australia,52,female
About Right,no,no,Australia,36,male
Too Little,yes,no,Australia,64,female
About Right,yes,no,Australia,71,male
About Right,yes,no,Australia,65,male
About Right,yes,no,Australia,76,female
Too Much,yes,no,Australia,30,female
Too Little,yes,no,Australia,56,female
Too Much,yes,no,Australia,59,male
Too Little,yes,no,Australia,60,male
About Right,no,no,Australia,30,female
Too Little,yes,no,Australia,25,male
About Right,yes,no,Australia,47,female
Too Little,yes,no,Australia,23,female
Too Little,yes,no,Australia,46,female
Too Little,yes,no,Australia,70,female
Too Much,yes,no,Australia,84,male
Too Little,yes,no,Australia,19,female
About Right,yes,no,Australia,32,male
About Right,yes,no,Australia,61,male
Too Little,yes,yes,Australia,21,female
About Right,no,yes,Australia,27,male
About Right,yes,no,Australia,66,male
Too Little,yes,no,Australia,18,female
Too Little,yes,no,Australia,18,female
Too Little,yes,no,Australia,56,male
About Right,yes,no,Australia,43,male
About Right,yes,no,Australia,38,female
About Right,yes,no,Australia,56,male
About Right,yes,no,Australia,30,male
Too Much,yes,no,Australia,51,female
About Right,yes,no,Australia,32,male
Too Much,yes,no,Australia,35,female
Too Much,yes,no,Australia,29,female
Too Little,yes,no,Australia,76,female
About Right,yes,no,Australia,74,female
Too Little,yes,no,Australia,59,male
About Right,yes,no,Australia,58,male
Too Little,yes,yes,Australia,27,male
Too Much,yes,no,Australia,41,female
About Right,yes,no,Australia,28,male
About Right,yes,no,Australia,45,male
Too Little,no,no,Australia,45,male
About Right,no,no,Australia,46,male
About Right,no,no,Australia,46,female
Too Much,yes,no,Australia,20,female
Too Little,yes,no,Australia,64,female
Too Little,no,no,Australia,56,female
Too Little,yes,yes,Australia,42,male
Too Little,yes,no,Australia,81,male
Too Little,yes,no,Australia,39,female
Too Little,yes,no,Australia,37,male
Too Much,yes,no,Australia,47,female
About Right,no,no,Australia,70,male
About Right,yes,no,Australia,76,male
About Right,yes,no,Australia,35,male
About Right,yes,yes,Australia,31,female
Too Little,yes,no,Australia,47,male
Too Little,yes,no,Australia,18,female
Too Much,no,no,Australia,25,female
Too Much,yes,no,Australia,64,male
Too Little,no,yes,Australia,22,female
Too Little,yes,no,Australia,39,male
About Right,yes,no,Australia,34,male
Too Little,yes,no,Australia,20,male
Too Little,yes,no,Australia,63,female
Too Little,yes,no,Australia,34,female
Too Little,yes,no,Australia,75,male
Too Little,yes,no,Australia,19,female
About Right,yes,no,Australia,33,female
Too Little,yes,no,Australia,19,female
About Right,yes,no,Australia,56,male
About Right,yes,no,Australia,29,female
About Right,yes,no,Australia,35,female
Too Little,yes,no,Australia,55,female
About Right,yes,no,Australia,61,female
Too Little,yes,no,Australia,61,female
Too Little,no,no,Australia,59,male
About Right,yes,no,Australia,24,male
About Right,yes,no,Australia,30,male
About Right,yes,yes,Australia,36,male
About Right,no,no,Australia,30,male
Too Little,yes,no,Australia,19,female
Too Little,no,yes,Australia,34,female
Too Little,yes,no,Australia,74,male
Too Much,yes,no,Australia,50,male
About Right,yes,no,Australia,65,male
About Right,yes,no,Australia,71,female
About Right,yes,no,Australia,30,female
Too Little,yes,no,Australia,74,male
Too Much,yes,no,Australia,63,female
Too Little,yes,no,Australia,32,female
Too Little,yes,yes,Australia,46,female
About Right,yes,no,Australia,57,male
Too Little,yes,no,Australia,84,male
Too Little,no,no,Australia,23,male
About Right,no,no,Australia,26,female
Too Little,yes,no,Australia,36,female
Too Much,yes,no,Australia,39,male
Too Little,yes,no,Australia,53,female
Too Little,yes,no,Australia,33,male
Too Little,no,no,Australia,51,female
Too Little,yes,no,Australia,63,male
Too Little,yes,no,Australia,34,female
Too Little,no,no,Australia,67,male
Too Little,yes,yes,Australia,34,female
Too Little,yes,no,Australia,38,female
Too Little,yes,no,Australia,29,male
Too Little,no,no,Australia,29,male
Too Little,yes,no,Australia,65,female
About Right,yes,yes,Australia,24,male
About Right,no,no,Australia,42,male
Too Little,yes,no,Australia,24,male
About Right,yes,no,Australia,82,male
About Right,yes,no,Australia,78,female
Too Little,yes,no,Australia,53,male
About Right,yes,no,Australia,18,female
About Right,yes,no,Australia,38,male
Too Much,yes,no,Australia,77,female
Too Little,yes,no,Australia,65,male
Too Much,yes,no,Australia,62,male
About Right,no,no,Australia,36,male
Too Much,yes,no,Australia,51,female
About Right,no,no,Australia,34,male
Too Little,yes,no,Australia,36,female
Too Little,yes,no,Australia,54,female
About Right,yes,no,Australia,35,female
Too Much,yes,no,Australia,39,male
Too Little,yes,no,Australia,22,female
Too Much,yes,yes,Australia,22,female
Too Much,yes,no,Australia,35,male
Too Much,no,no,Australia,53,male
Too Little,yes,no,Australia,58,female
About Right,yes,no,Australia,36,male
Too Little,yes,no,Australia,71,female
Too Much,yes,no,Australia,62,female
Too Little,yes,no,Australia,59,male
About Right,yes,no,Australia,55,male
Too Little,yes,no,Australia,54,male
Too Little,yes,no,Australia,47,female
Too Little,yes,no,Australia,21,female
About Right,no,no,Australia,73,female
Too Much,yes,no,Australia,71,male
Too Little,yes,no,Australia,26,male
Too Little,no,yes,Australia,48,female
Too Little,yes,no,Australia,79,female
Too Much,yes,no,Australia,38,female
About Right,yes,no,Australia,28,male
Too Little,yes,no,Australia,79,female
Too Little,no,no,Australia,34,female
About Right,yes,no,Australia,33,male
Too Much,yes,no,Australia,23,female
Too Much,yes,no,Australia,50,female
About Right,yes,no,Australia,68,male
Too Much,yes,no,Australia,85,male
Too Little,yes,no,Australia,41,male
Too Much,yes,no,Australia,35,female
About Right,yes,no,Australia,34,male
Too Little,yes,no,Australia,29,male
Too Little,yes,no,Australia,46,female
About Right,yes,no,Australia,25,female
Too Much,yes,no,Australia,31,female
About Right,yes,no,Australia,55,female
